word_simplified,word_traditional,pinyin,pinyin_style2,hsk30_level,hsk30_level_zh,cc_cedict_english_definition
南边,南邊,nán biān,nan2 bian1,1,一级,south/south side/southern part/to the south of
男孩儿,男孩兒,nán hái er,nan2 hai2 er,1,一级,erhua variant of 男孩[nan2 hai2]
南,南,nán,nan2,1,一级,south
难,難,nán,nan2,1,一级,disaster/distress/to scold
男朋友,男朋友,nán péng yǒu,nan2 peng2 you3,1,一级,boyfriend
男人,男人,nán rén,nan2 ren2,1,一级,a man/a male/men/CL:個|个[ge4]
男生,男生,nán shēng,nan2 sheng1,1,一级,schoolboy/male student/boy/guy (young adult male)
呢,呢,ne,ne,1,一级,woolen material
哪些,哪些,něi xiē,nei3 xie1,1,一级,which ones?/who?/what?
能,能,néng,neng2,1,一级,can/to be able to/might possibly/ability/(physics) energy
你,你,nǐ,ni3,1,一级,"you (Note: In Taiwan, 妳 is used to address females, but in mainland China, it is not commonly used. Instead, 你 is used to address both males and females.)"
你们,你們,nǐ men,ni3 men,1,一级,you (plural)
年,"秊,年",nián,nian2,1,一级,grain/harvest (old)/variant of 年[nian2]
您,您,nín,nin2,1,一级,"you (courteous, as opposed to informal 你[ni3])"
牛奶,牛奶,niú nǎi,niu2 nai3,1,一级,"cow's milk/CL:瓶[ping2],杯[bei1]"
女儿,女兒,nǚ ér,nv3 er2,1,一级,daughter
女孩儿,女孩兒,nǚ hái ér,nv3 hai2 er2,1,一级,erhua variant of 女孩[nu:3 hai2]
女,女,nǚ,nv3,1,一级,archaic variant of 汝[ru3]
女朋友,女朋友,nǚ péng yǒu,nv3 peng2 you3,1,一级,girlfriend
女人,女人,nǚ rén,nv3 ren2,1,一级,wife
女生,女生,nǚ shēng,nv3 sheng1,1,一级,schoolgirl/female student/girl
旁边,旁邊,páng biān,pang2 bian1,1,一级,side; adjacent place
跑,跑,pǎo,pao3,1,一级,to run/to run away/to escape/to run around (on errands etc)/(of a gas or liquid) to leak or evaporate/(verb complement) away/off
朋友,朋友,péng yǒu,peng2 you3,1,一级,"friend/CL:個|个[ge4],位[wei4]"
票,票,piào,piao4,1,一级,"ticket/ballot/banknote/CL:張|张[zhang1]/person held for ransom/amateur performance of Chinese opera/classifier for groups, batches, business transactions"
起,起,qǐ,qi3,1,一级,"to rise/to raise/to get up/to set out/to start/to appear/to launch/to initiate (action)/to draft/to establish/to get (from a depot or counter)/verb suffix, to start/starting from (a time, place, price etc)/classifier for occurrences or unpredictable events: case, instance/classifier for groups: batch, group"
汽车,汽車,qì chē,qi4 che1,1,一级,car/automobile/bus/CL:輛|辆[liang4]
起床,起床,qǐ chuáng,qi3 chuang2,1,一级,to get out of bed; to get up
起来,起來,qǐ lái,qi3 lai2,1,一级,"(after a verb) indicating the beginning and continuation of an action or a state/indicating an upward movement (e.g. after 站[zhan4])/indicating completion/(after a perception verb, e.g. 看[kan4]) expressing preliminary judgment/also pr. [qi3 lai5]"
七,七,qī,qi1,1,一级,seven/7
钱,錢,qián,qian2,1,一级,"coin/money/CL:筆|笔[bi3]/unit of weight, one tenth of a tael 兩|两[liang3]"
钱包,錢包,qián bāo,qian2 bao1,1,一级,purse/wallet
前,前,qián,qian2,1,一级,front/forward/ahead/first/top (followed by a number)/future/ago/before/BC (e.g. 前293年)/former/formerly
前边,前邊,qián biān,qian2 bian1,1,一级,front/the front side/in front of
前天,前天,qián tiān,qian2 tian1,1,一级,the day before yesterday
请,請,qǐng,qing3,1,一级,to ask/to invite/please (do sth)/to treat (to a meal etc)/to request
请假,請假,qǐng jià,qing3 jia4,1,一级,to request leave of absence
请进,請進,qǐng jìn,qing3 jin4,1,一级,"""please come in"""
请问,請問,qǐng wèn,qing3 wen4,1,一级,"Excuse me, may I ask...?"
请坐,請坐,qǐng zuò,qing3 zuo4,1,一级,"please, have a seat"
球,球,qiú,qiu2,1,一级,ball/sphere/globe/CL:個|个[ge4]/ball game/match/CL:場|场[chang3]
去,去,qù,qu4,1,一级,to go/to go to (a place)/(of a time etc) last/just passed/to send/to remove/to get rid of/to reduce/to be apart from in space or time/to die (euphemism)/to play (a part)/(when used either before or after a verb) to go in order to do sth/(after a verb of motion indicates movement away from the speaker)/(used after certain verbs to indicate detachment or separation)
去年,去年,qù nián,qu4 nian2,1,一级,last year
热,熱,rè,re4,1,一级,to warm up/to heat up/hot (of weather)/heat/fervent
人,人,rén,ren2,1,一级,"person; people/CL:個|个[ge4],位[wei4]"
认识,認識,rèn shí,ren4 shi2,1,一级,to know/to recognize/to be familiar with/to get acquainted with sb/knowledge/understanding/awareness/cognition
认真,認真,rèn zhēn,ren4 zhen1,1,一级,conscientious/earnest/serious/to take seriously/to take to heart
日,日,rì,ri4,1,一级,"sun/day/date, day of the month"
日期,日期,rì qī,ri4 qi1,1,一级,date/CL:個|个[ge4]
肉,肉,ròu,rou4,1,一级,meat/flesh/pulp (of a fruit)/(coll.) (of a fruit) squashy/(of a person) flabby/irresolute/Kangxi radical 130
三,三,sān,san1,1,一级,three/3
山,山,shān,shan1,1,一级,mountain; hill (CL:座[zuo4])/(coll.) small bundle of straw for silkworms to spin cocoons on
上班,上班,shàng bān,shang4 ban1,1,一级,to go to work/to be on duty/to start work/to go to the office
上边,上邊,shàng biān,shang4 bian1,1,一级,the top/above/overhead/upwards/the top margin/above-mentioned/those higher up
商场,商場,shāng chǎng,shang1 chang3,1,一级,shopping mall/shopping center/department store/emporium/CL:家[jia1]/the business world
上车,上車,shàng chē,shang4 che1,1,一级,"to get on or into (a bus, train, car etc)"
上次,上次,shàng cì,shang4 ci4,1,一级,last time
商店,商店,shāng diàn,shang1 dian4,1,一级,"store; shop/CL:家[jia1],個|个[ge4]"
上课,上課,shàng kè,shang4 ke4,1,一级,to go to class/to attend class/to go to teach a class
上,上,shàng,shang4,1,一级,(bound form) up; upper; above; previous/first (of multiple parts)/to climb; to get onto; to go up/to attend (class or university)/(directional complement) up/(noun suffix) on; above
上网,上網,shàng wǎng,shang4 wang3,1,一级,"to go online/to connect to the Internet/(of a document etc) to be uploaded to the Internet/(tennis, volleyball etc) to move in close to the net"
上午,上午,shàng wǔ,shang4 wu3,1,一级,morning/CL:個|个[ge4]
上学,上學,shàng xué,shang4 xue2,1,一级,to go to school/to attend school
少,少,shǎo,shao3,1,一级,young
什么,什麼,shén me,shen2 me,1,一级,what?/something/anything
身上,身上,shēn shàng,shen1 shang4,1,一级,on the body/at hand/among
身体,身體,shēn tǐ,shen1 ti3,1,一级,the body/one's health
生病,生病,shēng bìng,sheng1 bing4,1,一级,to fall ill
生气,生氣,shēng qì,sheng1 qi4,1,一级,to get angry/to take offense/angry/vitality/liveliness
生日,生日,shēng rì,sheng1 ri4,1,一级,birthday/CL:個|个[ge4]
十,十,shí,shi2,1,一级,ten/10
试,試,shì,shi4,1,一级,to test/to try/experiment/examination/test
是不是,是不是,shì bú shì,shi4 bu2 shi4,1,一级,is or isn't/yes or no/whether or not
时候,時候,shí hòu,shi2 hou4,1,一级,time/length of time/moment/period
时间,時間,shí jiān,shi2 jian1,1,一级,(concept of) time/(duration of) time/(point in) time
是,"是,昰",shì,shi4,1,一级,variant of 是[shi4]
事,事,shì,shi4,1,一级,"matter/thing/item/work/affair/CL:件[jian4],樁|桩[zhuang1],回[hui2]"
手,手,shǒu,shou3,1,一级,"hand/(formal) to hold/person engaged in certain types of work/person skilled in certain types of work/personal(ly)/convenient/classifier for skill/CL:雙|双[shuang1],隻|只[zhi1]"
手机,手機,shǒu jī,shou3 ji1,1,一级,"cell phone/mobile phone/CL:部[bu4],支[zhi1]"
树,樹,shù,shu4,1,一级,tree/CL:棵[ke1]/to cultivate/to set up
书,書,shū,shu1,1,一级,"book/letter/document/CL:本[ben3],冊|册[ce4],部[bu4]/to write"
书包,書包,shū bāo,shu1 bao1,1,一级,"schoolbag/satchel/bookbag/CL:個|个[ge4],隻|只[zhi1]"
书店,書店,shū diàn,shu1 dian4,1,一级,bookstore/CL:家[jia1]
睡,睡,shuì,shui4,1,一级,to sleep/to lie down
水,水,shuǐ,shui3,1,一级,water/river/liquid/beverage/additional charges or income/(of clothes) classifier for number of washes
水果,水果,shuǐ guǒ,shui3 guo3,1,一级,fruit/CL:個|个[ge4]
睡觉,睡覺,shuì jiào,shui4 jiao4,1,一级,to go to bed/to sleep
谁,誰,shuí,shui2,1,一级,who/also pr. [shui2]
说话,說話,shuō huà,shuo1 hua4,1,一级,to speak/to say/to talk/to gossip/to tell stories/talk/word
说,"說,説",shuō,shuo1,1,一级,variant of 說|说[shuo1]
四,四,sì,si4,1,一级,four/4
送,送,sòng,song4,1,一级,to send; to deliver; to transmit/to give (as a present)/to see (sb) off/to accompany; to go along with
岁,"歲,嵗",suì,sui4,1,一级,classifier for years (of age)/year/year (of crop harvests)
她,她,tā,ta1,1,一级,she
他们,他們,tā men,ta1 men,1,一级,they; them
她们,她們,tā men,ta1 men,1,一级,they; them (females)
他,他,tā,ta1,1,一级,he; him (used for either sex when the sex is unknown or unimportant)/(used before sb's name for emphasis)/(used as a meaningless mock object)/(literary) other
太,太,tài,tai4,1,一级,highest/greatest/too (much)/very/extremely
天,天,tiān,tian1,1,一级,day/sky/heaven
天气,天氣,tiān qì,tian1 qi4,1,一级,weather
听见,聽見,tīng jiàn,ting1 jian4,1,一级,to hear
听,"聽,听",tīng,ting1,1,一级,"to listen to; to hear/to heed; to obey/a can (loanword from English ""tin"")/classifier for canned beverages/to let be; to allow (Taiwan pr. [ting4])/(literary) to administer; to deal with (Taiwan pr. [ting4])"
听到,聽到,tīng dào,ting1 dao4,1,一级,to hear
听写,聽寫,tīng xiě,ting1 xie3,1,一级,(of a pupil) to write down (in a dictation exercise)/dictation/(music) to transcribe by ear
同学,同學,tóng xué,tong2 xue2,1,一级,"to study at the same school/fellow student/classmate/CL:位[wei4],個|个[ge4]"
图书馆,圖書館,tú shū guǎn,tu2 shu1 guan3,1,一级,"library/CL:家[jia1],個|个[ge4]"
外,外,wài,wai4,1,一级,outside/in addition/foreign/external
外边,外邊,wài biān,wai4 bian1,1,一级,outside/outer surface/abroad/place other than one's home
外国,外國,wài guó,wai4 guo2,1,一级,foreign (country)/CL:個|个[ge4]
外语,外語,wài yǔ,wai4 yu3,1,一级,foreign language/CL:門|门[men2]
晚,晚,wǎn,wan3,1,一级,evening/night/late
玩儿,玩兒,wán ér,wan2 er2,1,一级,to play/to have fun/to hang out
晚饭,晚飯,wǎn fàn,wan3 fan4,1,一级,"evening meal/dinner/supper/CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]"
晚上,晚上,wǎn shàng,wan3 shang4,1,一级,evening/night/CL:個|个[ge4]/in the evening
网上,網上,wǎng shàng,wang3 shang4,1,一级,online
忘,忘,wàng,wang4,1,一级,to forget/to overlook/to neglect
忘记,忘記,wàng jì,wang4 ji4,1,一级,to forget
网友,網友,wǎng yǒu,wang3 you3,1,一级,online friend/Internet user
问,問,wèn,wen4,1,一级,to ask; to inquire
我,我,wǒ,wo3,1,一级,I; me; my
我们,我們,wǒ men,wo3 men,1,一级,we; us; ourselves; our
五,五,wǔ,wu3,1,一级,five/5
午饭,午飯,wǔ fàn,wu3 fan4,1,一级,"lunch/CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]"
西,西,xī,xi1,1,一级,west
西边,西邊,xī biān,xi1 bian1,1,一级,west/west side/western part/to the west of
洗手间,洗手間,xǐ shǒu jiān,xi3 shou3 jian1,1,一级,toilet/lavatory/washroom
喜欢,喜歡,xǐ huān,xi3 huan1,1,一级,to like; to be fond of
洗,洗,xǐ,xi3,1,一级,to wash; to bathe/to develop (photographs)/to shuffle (cards etc)/to erase (a recording)
下,下,xià,xia4,1,一级,"down/downwards/below/lower/later/next (week etc)/second (of two parts)/to decline/to go down/to arrive at (a decision, conclusion etc)/measure word to show the frequency of an action"
下班,下班,xià bān,xia4 ban1,1,一级,to finish work/to get off work
下边,下邊,xià biān,xia4 bian1,1,一级,under/the underside/below
下车,下車,xià chē,xia4 che1,1,一级,"to get off or out of (a bus, train, car etc)"
下次,下次,xià cì,xia4 ci4,1,一级,next time
下课,下課,xià kè,xia4 ke4,1,一级,to finish class/to get out of class/(fig.) (esp. of a sports coach) to be dismissed/to be fired
下午,下午,xià wǔ,xia4 wu3,1,一级,afternoon/CL:個|个[ge4]/p.m.
下雨,下雨,xià yǔ,xia4 yu3,1,一级,to rain
先,先,xiān,xian1,1,一级,beforehand; first; earlier/at first; originally/for the time being; for now/(prefix) my late (in referring to deceased relatives older than oneself)
先生,先生,xiān shēng,xian1 sheng1,1,一级,teacher/gentleman; sir; mister (Mr.)/husband/(dialect) doctor/CL:位[wei4]
现在,現在,xiàn zài,xian4 zai4,1,一级,now/at present/at the moment/modern/current/nowadays
想,想,xiǎng,xiang3,1,一级,to think (about)/to think of; to devise/to think (that); to believe (that)/to desire; to want (to)/to miss (feel wistful about the absence of)
笑,"笑,咲",xiào,xiao4,1,一级,to laugh; to smile/to laugh at
小,小,xiǎo,xiao3,1,一级,small/tiny/few/young
小孩儿,小孩兒,xiǎo hái ér,xiao3 hai2 er2,1,一级,erhua variant of 小孩[xiao3 hai2]
小姐,小姐,xiǎo jiě,xiao3 jie3,1,一级,"young lady/miss/(slang) prostitute/CL:個|个[ge4],位[wei4]"
小朋友,小朋友,xiǎo péng yǒu,xiao3 peng2 you3,1,一级,child/CL:個|个[ge4]
小时,小時,xiǎo shí,xiao3 shi2,1,一级,hour/CL:個|个[ge4]
小学,小學,xiǎo xué,xiao3 xue2,1,一级,elementary school; primary school
小学生,小學生,xiǎo xué shēng,xiao3 xue2 sheng1,1,一级,"primary school student/schoolchild/CL:個|个[ge4],名[ming2]/(fig.) beginner"
谢谢,謝謝,xiè xiè,xie4 xie4,1,一级,to thank/thanks/thank you
写,寫,xiě,xie3,1,一级,to write
新,新,xīn,xin1,1,一级,new/newly/meso- (chemistry)
新年,新年,xīn nián,xin1 nian2,1,一级,New Year/CL:個|个[ge4]
行,行,xíng,xing2,1,一级,to walk/to go/to travel/a visit/temporary/makeshift/current/in circulation/to do/to perform/capable/competent/effective/all right/OK!/will do/behavior/conduct/Taiwan pr. [xing4] for the behavior-conduct sense
星期,星期,xīng qī,xing1 qi1,1,一级,week/CL:個|个[ge4]/day of the week/Sunday
星期日,星期日,xīng qī rì,xing1 qi1 ri4,1,一级,Sunday/CL:個|个[ge4]
星期天,星期天,xīng qī tiān,xing1 qi1 tian1,1,一级,Sunday/CL:個|个[ge4]
休息,休息,xiū xī,xiu1 xi1,1,一级,rest/to rest
学,學,xué,xue2,1,一级,to learn/to study/to imitate/science/-ology
学生,學生,xué shēng,xue2 sheng1,1,一级,student/schoolchild
学习,學習,xué xí,xue2 xi2,1,一级,to learn/to study
学校,學校,xué xiào,xue2 xiao4,1,一级,school/CL:所[suo3]
学院,學院,xué yuàn,xue2 yuan4,1,一级,college/educational institute/school/faculty/CL:所[suo3]
要,要,yào,yao4,1,一级,to want; to need; to ask for/will; shall; about to/need to; should/if (same as 要是[yao4 shi5])/(bound form) important
页,頁,yè,ye4,1,一级,page/leaf
爷爷,爺爺,yé yé,ye2 ye2,1,一级,(coll.) father's father/paternal grandfather/CL:個|个[ge4]
也,也,yě,ye3,1,一级,(adverb) also; both ... and ... (before predicates only)/(literary) particle having functions similar to 啊[a5]
一半,一半,yí bàn,yi2 ban4,1,一级,half
一点儿,一點兒,yì diǎn ér,yi4 dian3 er2,1,一级,erhua variant of 一點|一点[yi1 dian3]
衣服,衣服,yī fú,yi1 fu2,1,一级,"clothes/CL:件[jian4],套[tao4]"
一会儿,一會兒,yī huì er,yi1 hui4 er,1,一级,a moment/a while/in a moment/now...now.../also pr. [yi1 hui3 r5]
一起,一起,yì qǐ,yi4 qi3,1,一级,in the same place/together/with/altogether (in total)
一些,一些,yī xiē,yi1 xie1,1,一级,some/a few/a little/(following an adjective) slightly ...er
医生,醫生,yī shēng,yi1 sheng1,1,一级,"doctor/CL:個|个[ge4],位[wei4],名[ming2]"
一,一,yī,yi1,1,一级,"one/single/a (article)/as soon as/entire; whole; all; throughout/""one"" radical in Chinese characters (Kangxi radical 1)/also pr. [yao1] for greater clarity when spelling out numbers digit by digit"
一边,一邊,yī biān,yi1 bian1,1,一级,one side/either side/on the one hand/on the other hand/doing while
一块儿,一塊兒,yī kuài ér,yi1 kuai4 er2,1,一级,erhua variant of 一塊|一块[yi1 kuai4]
一下儿,一下兒,yī xià ér,yi1 xia4 er2,1,一级,erhua variant of 一下[yi1 xia4]
一样,一樣,yī yàng,yi1 yang4,1,一级,same/like/equal to/the same as/just like
医院,醫院,yī yuàn,yi1 yuan4,1,一级,"hospital/CL:所[suo3],家[jia1],座[zuo4]"
用,用,yòng,yong4,1,一级,to use/to employ/to have to/to eat or drink/expense or outlay/usefulness/hence/therefore
右,右,yòu,you4,1,一级,(bound form) right; right-hand side/(bound form) (politics) right of center/(bound form) (old) west/(literary) the right side as the side of precedence
右边,右邊,yòu biān,you4 bian1,1,一级,"right side/right, to the right"
有的,有的,yǒu de,you3 de,1,一级,(there are) some (who are...)/some (exist)
有名,有名,yǒu míng,you3 ming2,1,一级,famous/well-known
有时候,有時候,yǒu shí hòu,you3 shi2 hou4,1,一级,sometimes
有些,有些,yǒu xiē,you3 xie1,1,一级,some/somewhat
有用,有用,yǒu yòng,you3 yong4,1,一级,useful
