hanzi_sc,hanzi_trad,pinyin,pinyin_style2,level,level_zh,cc_cedict_definitions
冷,冷,lěng,leng3,1,初等|一级,cold
肉,肉,ròu,rou4,1,初等|一级,meat/flesh/pulp (of a fruit)/(coll.) (of a fruit) squashy/(of a person) flabby/irresolute/Kangxi radical 130
零,零,líng,ling2,1,初等|一级,zero/nought/zero sign/fractional/fragmentary/odd (of numbers)/(placed between two numbers to indicate a smaller quantity followed by a larger one)/fraction/(in mathematics) remainder (after division)/extra/to wither and fall/to wither
坏,壞,huài,huai4,1,初等|一级,bad/spoiled/broken/to break down/(suffix) to the utmost
树,樹,shù,shu4,1,初等|一级,tree/CL:棵[ke1]/to cultivate/to set up
饭,飯,fàn,fan4,1,初等|一级,cooked rice/CL:碗[wan3]/meal/CL:頓|顿[dun4]/(loanword) fan/devotee
忘,忘,wàng,wang4,1,初等|一级,to forget/to overlook/to neglect
气,氣,qì,qi4,1,初等|一级,gas; air/smell/weather/to make angry; to annoy; to get angry/vital energy; qi
右,右,yòu,you4,1,初等|一级,(bound form) right; right-hand side/(bound form) (politics) right of center/(bound form) (old) west/(literary) the right side as the side of precedence
课,課,kè,ke4,1,初等|一级,"subject/course/CL:門|门[men2]/class/lesson/CL:堂[tang2],節|节[jie2]/to levy/tax/form of divination"
洗,洗,xǐ,xi3,1,初等|一级,to wash; to bathe/to develop (photographs)/to shuffle (cards etc)/to erase (a recording)
左,左,zuǒ,zuo3,1,初等|一级,left/the Left (politics)/east/unorthodox/queer/wrong/differing/opposite/variant of 佐[zuo3]
累,纍累,lèi,lei4,1,初等|一级,rope/to bind together/to twist around
毛,毛,máo,mao2,1,初等|一级,"hair/feather/down/wool/mildew/mold/coarse or semifinished/young/raw/careless/unthinking/nervous/scared/(of currency) to devalue or depreciate/classifier for Chinese fractional monetary unit ( = 角[jiao3] , = one-tenth of a yuan or 10 fen 分[fen1])"
姐,姐,jiě,jie3,1,初等|一级,older sister
雨,雨,yǔ,yu3,1,初等|一级,"(literary) to rain/(of rain, snow etc) to fall/to precipitate/to wet"
旁,旁,páng,pang2,1,初等|一级,"one side/other/different/lateral component of a Chinese character (such as 刂[dao1], 亻[ren2] etc)"
京,京,jīng,jing1,1,初等|一级,capital city of a country/big/algebraic term for a large number (old)/artificial mound (old)
页,頁,yè,ye4,1,初等|一级,page/leaf
贵,貴,guì,gui4,1,初等|一级,expensive/noble/precious/(honorific) your
面,面麵,miàn,mian4,1,初等|一级,flour/noodles/(of food) soft (not crunchy)/(slang) (of a person) ineffectual/spineless
哥,哥,gē,ge1,1,初等|一级,elder brother
茶,茶,chá,cha2,1,初等|一级,"tea/tea plant/CL:杯[bei1],壺|壶[hu2]"
慢,慢,màn,man4,1,初等|一级,slow
星,星,xīng,xing1,1,初等|一级,star/heavenly body/satellite/small amount
期,期,qī,qi1,1,初等|一级,"a period of time/phase/stage/classifier for issues of a periodical, courses of study/time/term/period/to hope/Taiwan pr. [qi2]"
场,場,chǎng,chang3,1,初等|一级,variant of 場|场[chang3]
妹,妹,mèi,mei4,1,初等|一级,younger sister
火,火,huǒ,huo3,1,初等|一级,fire/urgent/ammunition/fiery or flaming/internal heat (Chinese medicine)/hot (popular)/classifier for military units (old)/Kangxi radical 86
弟,弟,dì,di4,1,初等|一级,variant of 悌[ti4]
净,淨,jìng,jing4,1,初等|一级,"clean/completely/only/net (income, exports etc)/(Chinese opera) painted face male role"
奶,奶嬭,nǎi,nai3,1,初等|一级,mother/variant of 奶[nai3]
饿,餓,è,e4,1,初等|一级,to be hungry/hungry/to starve (sb)
果,果,guǒ,guo3,1,初等|一级,variant of 果[guo3]/fruit
图,圖,tú,tu2,1,初等|一级,diagram/picture/drawing/chart/map/CL:張|张[zhang1]/to plan/to scheme/to attempt/to pursue/to seek
店,店,diàn,dian4,1,初等|一级,inn; old-style hotel (CL:家[jia1])/(bound form) shop; store
爷,爺,yé,ye2,1,初等|一级,grandpa/old gentleman
牛,牛,niú,niu2,1,初等|一级,"ox/cow/bull/CL:條|条[tiao2],頭|头[tou2]/newton (abbr. for 牛頓|牛顿[niu2 dun4])/(slang) awesome"
商,商,shāng,shang1,1,初等|一级,"commerce/merchant/dealer/to consult/2nd note in pentatonic scale/quotient (as in 智商[zhi4 shang1], intelligence quotient)"
馆,館,guǎn,guan3,1,初等|一级,building/shop/term for certain service establishments/embassy or consulate/schoolroom (old)/CL:家[jia1]
文,文,wén,wen2,1,初等|一级,language/culture/writing/formal/literary/gentle/(old) classifier for coins/Kangxi radical 67
桌,桌,zhuō,zhuo1,1,初等|一级,old variant of 桌[zhuo1]
鸡,雞,jī,ji1,1,初等|一级,fowl/chicken/CL:隻|只[zhi1]/(slang) prostitute
蛋,蛋,dàn,dan4,1,初等|一级,"egg/CL:個|个[ge4],打[da2]/oval-shaped thing"
玩,玩,wán,wan2,1,初等|一级,variant of 玩[wan2]/Taiwan pr. [wan4]
系,系繫係,xì,xi4,1,初等|一级,to connect/to arrest/to worry
假,假,jiǎ,jia3,1,初等|一级,variant of 假[jia3]/to borrow
语,語,yǔ,yu3,1,初等|一级,to tell to
汉,漢,hàn,han4,1,初等|一级,man
客,客,kè,ke4,1,初等|一级,customer/visitor/guest
渴,渴,kě,ke3,1,初等|一级,thirsty
米,米,mǐ,mi3,1,初等|一级,rice/CL:粒[li4]/meter (classifier)
条,條,tiáo,tiao2,1,初等|一级,"strip/item/article/clause (of law or treaty)/classifier for long thin things (ribbon, river, road, trousers etc)"
为,為,wèi,wei4,2,初等|二级,variant of 為|为[wei4]
自,自,zì,zi4,2,初等|二级,(bound form) self; oneself/from; since/naturally; as a matter of course
己,己,jǐ,ji3,2,初等|二级,"self/oneself/sixth of the ten Heavenly Stems 十天干[shi2 tian1 gan1]/sixth in order/letter ""F"" or Roman ""VI"" in list ""A, B, C"", or ""I, II, III"" etc/hexa"
但,但,dàn,dan4,2,初等|二级,but; yet; however; still/merely; only; just
可,可,kě,ke3,2,初等|二级,used in 可汗[ke4 han2]
以,以,yǐ,yi3,2,初等|二级,to use/by means of/according to/in order to/because of/at (a certain date or place)
让,讓,ràng,rang4,2,初等|二级,"to yield/to permit/to let sb do sth/to have sb do sth/to make sb (feel sad etc)/by (indicates the agent in a passive clause, like 被[bei4])"
又,又,yòu,you4,2,初等|二级,(once) again/also/both... and.../and yet/(used for emphasis) anyway
已,已,yǐ,yi3,2,初等|二级,already/to stop/then/afterwards
经,經,jīng,jing1,2,初等|二级,classics/sacred book/scripture/to pass through/to undergo/to bear/to endure/warp (textile)/longitude/menstruation/channel (TCM)/abbr. for economics 經濟|经济[jing1 ji4]
因,因,yīn,yin1,2,初等|二级,cause/reason/because
题,題,tí,ti2,2,初等|二级,"topic/problem for discussion/exam question/subject/to inscribe/to mention/CL:個|个[ge4],道[dao4]"
如,如,rú,ru2,2,初等|二级,as/as if/such as
更,更,gèng,geng4,2,初等|二级,more/even more/further/still/still more
它,它,tā,ta1,2,初等|二级,it
只,隻秖只,zhǐ,zhi3,2,初等|二级,"classifier for birds and certain animals, one of a pair, some utensils, vessels etc"
向,嚮向,xiàng,xiang4,2,初等|二级,variant of 向[xiang4]/direction/orientation/to face/to turn toward/to/towards/shortly before/formerly
该,該,gāi,gai1,2,初等|二级,should/ought to/probably/must be/to deserve/to owe/to be sb's turn to do sth/that/the above-mentioned
位,位,wèi,wei4,2,初等|二级,position/location/place/seat/classifier for people (honorific)/classifier for binary bits (e.g. 十六位 16-bit or 2 bytes)/(physics) potential
才,纔才,cái,cai2,2,初等|二级,(variant of 才[cai2]) just now/(variant of 才[cai2]) (before an expression of quantity) only
当,噹當,dāng,dang1,2,初等|二级,at or in the very same.../suitable/adequate/fitting/proper/to replace/to regard as/to think/to pawn/(coll.) to fail (a student)
所,所,suǒ,suo3,2,初等|二级,"actually/place/classifier for houses, small buildings, institutions etc/that which/particle introducing a relative clause or passive/CL:個|个[ge4]"
公,公,gōng,gong1,2,初等|二级,"public/collectively owned/common/international (e.g. high seas, metric system, calendar)/make public/fair/just/Duke, highest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]/honorable (gentlemen)/father-in-law/male (animal)"
司,司,sī,si1,2,初等|二级,to take charge of/to manage/department (under a ministry)
万,萬,wàn,wan4,2,初等|二级,ten thousand/a great number
像,像,xiàng,xiang4,2,初等|二级,to resemble/to be like/to look as if/such as/appearance/image/portrait/image under a mapping (math.)
活,活,huó,huo2,2,初等|二级,to live/alive/living/work/workmanship
发,髮發,fā,fa1,2,初等|二级,hair/Taiwan pr. [fa3]
应,應,yīng,ying1,2,初等|二级,to answer/to respond/to comply with/to deal or cope with
成,成,chéng,cheng2,2,初等|二级,to succeed/to finish/to complete/to accomplish/to become/to turn into/to be all right/OK!/one tenth
直,直,zhí,zhi2,2,初等|二级,straight/to straighten/fair and reasonable/frank/straightforward/(indicates continuing motion or action)/vertical/vertical downward stroke in Chinese characters
定,定,dìng,ding4,2,初等|二级,to fix; to set; to make definite/to subscribe to (a newspaper etc); to book (tickets etc); to order (goods etc)/to congeal; to coagulate/(literary) definitely
带,帶,dài,dai4,2,初等|二级,band/belt/girdle/ribbon/tire/area/zone/region/CL:條|条[tiao2]/to wear/to carry/to take along/to bear (i.e. to have)/to lead/to bring/to look after/to raise
或,或,huò,huo4,2,初等|二级,maybe/perhaps/might/possibly/or
长,長,zhǎng,zhang3,2,初等|二级,chief/head/elder/to grow/to develop/to increase/to enhance
而,而,ér,er2,2,初等|二级,and/as well as/and so/but (not)/yet (not)/(indicates causal relation)/(indicates change of state)/(indicates contrast)
且,且,qiě,qie3,2,初等|二级,and/moreover/yet/for the time being/to be about to/both (... and...)
其,其,qí,qi2,2,初等|二级,his/her/its/their/that/such/it (refers to sth preceding it)
通,通,tōng,tong1,2,初等|二级,"classifier for an activity, taken in its entirety (tirade of abuse, stint of music playing, bout of drinking etc)"
必,必,bì,bi4,2,初等|二级,certainly/must/will/necessarily
须,鬚須,xū,xu1,2,初等|二级,beard/mustache/feeler (of an insect etc)/tassel
求,求,qiú,qiu2,2,初等|二级,to seek/to look for/to request/to demand/to beseech
虽,雖,suī,sui1,2,初等|二级,although/even though
然,然,rán,ran2,2,初等|二级,correct/right/so/thus/like this/-ly
啊,啊,a,a,2,初等|二级,"modal particle ending sentence, showing affirmation, approval, or consent"
参,參,cān,can1,2,初等|二级,variant of 參|参[shen1]
加,加,jiā,jia1,2,初等|二级,"to add/plus/(used after an adverb such as 不, 大, 稍 etc, and before a disyllabic verb, to indicate that the action of the verb is applied to sth or sb previously mentioned)/to apply (restrictions etc) to (sb)/to give (support, consideration etc) to (sth)"
件,件,jiàn,jian4,2,初等|二级,"item/component/classifier for events, things, clothes etc"
情,情,qíng,qing2,2,初等|二级,(bound form) feelings; emotion; sentiment; passion/(bound form) situation; condition
结,結,jié,jie2,2,初等|二级,knot/sturdy/bond/to tie/to bind/to check out (of a hotel)
感,感,gǎn,gan3,2,初等|二级,to feel/to move/to touch/to affect/feeling/emotion/(suffix) sense of ~
头,頭,tóu,tou2,2,初等|二级,suffix for nouns
者,者,zhě,zhe3,2,初等|二级,"(after a verb or adjective) one who (is) .../(after a noun) person involved in .../-er/-ist/(used after a number or 後|后[hou4] or 前[qian2] to refer to sth mentioned previously)/(used after a term, to mark a pause before defining the term)/(old) (used at the end of a command)/(old) this"
全,全,quán,quan2,2,初等|二级,all/whole/entire/every/complete
入,入,rù,ru4,2,初等|二级,to enter/to go into/to join/to become a member of/to confirm or agree with/abbr. for 入聲|入声[ru4 sheng1]
安,安,ān,an1,2,初等|二级,(bound form) calm; peaceful/to calm; to set at ease/safe; secure; in good health/content; satisfied (as in 安於|安于[an1 yu2])/to place (sb) in a suitable position (job)/to install; to fix; to fit/to bring (a charge against sb)/to harbor (certain intentions)/ampere (abbr. for 安培[an1 pei2])
够,夠,gòu,gou4,2,初等|二级,enough (sufficient)/enough (too much)/(coll.) (before adj.) really/(coll.) to reach by stretching out
信,信,xìn,xin4,2,初等|二级,letter/mail/CL:封[feng1]/to trust/to believe/to profess faith in/truthful/confidence/trust/at will/at random
完,完,wán,wan2,2,初等|二级,to finish/to be over/whole/complete/entire
响,響,xiǎng,xiang3,2,初等|二级,echo/sound/noise/to make a sound/to sound/to ring/loud/classifier for noises
原,原,yuán,yuan2,2,初等|二级,former/original/primary/raw/level/cause/source
计,計,jì,ji4,2,初等|二级,to calculate/to compute/to count/to regard as important/to plan/ruse/meter/gauge
划,劃划,huà,hua4,2,初等|二级,to delimit/to transfer/to assign/to plan/to draw (a line)/stroke of a Chinese character
使,使,shǐ,shi3,2,初等|二级,to make/to cause/to enable/to use/to employ/to send/to instruct sb to do sth/envoy/messenger
接,接,jiē,jie1,2,初等|二级,to receive/to answer (the phone)/to meet or welcome sb/to connect/to catch/to join/to extend/to take one's turn on duty/to take over for sb
受,受,shòu,shou4,2,初等|二级,to receive/to accept/to suffer/subjected to/to bear/to stand/pleasant/(passive marker)
拉,拉,lā,la1,2,初等|二级,to pull/to play (a bowed instrument)/to drag/to draw/to chat/(coll.) to empty one's bowels
周,周週,zhōu,zhou1,2,初等|二级,week/weekly/variant of 周[zhou1]
特,特,tè,te4,2,初等|二级,"special/unique/distinguished/especially/unusual/very/abbr. for 特克斯[te4 ke4 si1], tex"
部,部,bù,bu4,2,初等|二级,"ministry/department/section/part/division/troops/board/classifier for works of literature, films, machines etc"
短,短,duǎn,duan3,2,初等|二级,short/brief/to lack/weak point/fault
务,務,wù,wu4,2,初等|二级,affair/business/matter/to be engaged in/to attend to/by all means
片,片,piàn,pian4,2,初等|二级,"thin piece/flake/a slice/film/TV play/to slice/to carve thin/partial/incomplete/one-sided/classifier for slices, tablets, tract of land, area of water/classifier for CDs, movies, DVDs etc/used with numeral 一[yi1]: classifier for scenario, scene, feeling, atmosphere, sound etc/Kangxi radical 91"
钟,鐘鍾,zhōng,zhong1,2,初等|二级,"clock/o'clock/time as measured in hours and minutes/bell/CL:架[jia4],座[zuo4]"
表,表錶,biǎo,biao3,2,初等|二级,watch (timepiece)/meter; gauge
示,示,shì,shi4,2,初等|二级,to show/to reveal
卡,卡,kǎ,ka3,2,初等|二级,to block/to be stuck/to be wedged/customs station/a clip/a fastener/a checkpost/Taiwan pr. [ka3]
